Movie Name,Address,Rating,Date,Closed Captioning,Zip,Park Name
Big Hero 6,"{""latitude"": ""41.95508957"", ""longitude"": ""-87.76216125"", ""human_address"": ""{\""address\"": \""4100 N Long Ave Chicago, IL 60641\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60641\""}""}",PG,2015-07-29,,60641,Portage Park
Maleficent,"{""latitude"": ""41.74887085"", ""longitude"": ""-87.57470703"", ""human_address"": ""{\""address\"": \""7547 S. Euclid Ave. Chicago IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",PG,2015-08-30,Y,60617,Rosenblum Park
The Croods,"{""latitude"": ""41.89552689"", ""longitude"": ""-87.7065506"", ""human_address"": ""{\""address\"": \""3201 W. Chicago Ave. Chicago IL 60624\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60624\""}""}",PG,2015-07-22,Y,60624,Kells Playground Park
The Goonies,"{""latitude"": ""41.94418716"", ""longitude"": ""-87.82727814"", ""human_address"": ""{\""address\"": \""8029 W. Forest Preserve Dr. Chicago IL 60634\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60634\""}""}",PG,2015-07-19,Y,60634,Hiawatha Park
X-Men: Days of Future Past,"{""latitude"": ""41.76466751"", ""longitude"": ""-87.61575317"", ""human_address"": ""{\""address\"": \""7140 S. Martin Luther King Dr. Chicago IL 60619\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60619\""}""}",PG-13,2015-08-07,Y,60619,Meyering Playground Park
Footloose,"{""latitude"": ""41.96714783"", ""longitude"": ""-87.66930389"", ""human_address"": ""{\""address\"": \""4701 N. Ashland Ave. Chicago IL 60640\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60640\""}""}",PG,2015-06-25,,60640,Chase Park
Jurassic Park,"{""latitude"": ""41.88024521"", ""longitude"": ""-87.65080261"", ""human_address"": ""{\""address\"": \""115 S Sangamon St Chicago, IL 60607\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60607\""}""}",PG-13,2015-08-04,Y,60607,"Bartelme, Mary Park"
Paddington,"{""latitude"": ""41.86395645"", ""longitude"": ""-87.62201691"", ""human_address"": ""{\""address\"": \""1401 S Indiana Ave Chicago, IL 60605\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60605\""}""}",PG,2015-07-21,Y,60605,Daniel Webster Park
Singin' in the Rain,"{""latitude"": ""41.80065536"", ""longitude"": ""-87.58443451"", ""human_address"": ""{\""address\"": \""5200 S. Hyde Park Blvd. Chicago IL 60615\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60615\""}""}",G,2015-08-18,Y,60615,Harold Washington Playlot Park
Dead Poets Society,"{""latitude"": ""41.90821838"", ""longitude"": ""-87.67736053"", ""human_address"": ""{\""address\"": \""1425 N. Damen Avenue Chicago IL 60622\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60622\""}""}",PG,2015-08-27,Y,60622,Wicker Park
Mrs. Doubtfire,"{""latitude"": ""41.90821838"", ""longitude"": ""-87.67736053"", ""human_address"": ""{\""address\"": \""1425 N. Damen Avenue Chicago IL 60622\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60622\""}""}",,2015-07-09,,60622,Wicker Park
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","{""latitude"": ""41.99970245"", ""longitude"": ""-87.81498718"", ""human_address"": ""{\""address\"": \""6566 N. Avondale Ave. Chicago IL 60631\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60631\""}""}",PG,2015-06-24,,60631,Olympia Park
A Bug's Life,"{""latitude"": ""41.91665268"", ""longitude"": ""-87.65535736"", ""human_address"": ""{\""address\"": \""1919 N Seminary Ave Chicago, IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",G,2015-08-11,,60614,Adams Playground Park
Frozen,"{""latitude"": ""41.85699081"", ""longitude"": ""-87.67106628"", ""human_address"": ""{\""address\"": \""1824 S. Wood St. Chicago IL 60608\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60608\""}""}",PG,2015-08-13,Y,60608,Harrison Park
The Boxtrolls,"{""latitude"": ""41.82777786"", ""longitude"": ""-87.60858154"", ""human_address"": ""{\""address\"": \""535 E. 35th St. Chicago IL 60653\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60653\""}""}",PG,2015-07-02,Y,60653,Ellis (Samuel) Park
UP,"{""latitude"": ""41.77493286"", ""longitude"": ""-87.72831726"", ""human_address"": ""{\""address\"": \""4233 W. 65th St. Chicago IL 60629\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60629\""}""}",PG,2015-08-04,,60629,West Lawn Park
The Fugitive,"{""latitude"": ""41.89364243"", ""longitude"": ""-87.64193726"", ""human_address"": ""{\""address\"": \""630 N. Kingsbury St. Chicago IL 60606\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60606\""}""}",PG-13,2015-07-28,Y,60606,"Ward, A. Montgomery Park"
Back to the Future Part II,"{""latitude"": ""41.95268631"", ""longitude"": ""-87.72504425"", ""human_address"": ""{\""address\"": \""3945 N. Springfield Ave. Chicago IL 60618\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60618\""}""}",PG,2015-06-12,,60618,Independence Park
Get On Up,"{""latitude"": ""41.67062378"", ""longitude"": ""-87.63065338"", ""human_address"": ""{\""address\"": \""401 W. 123rd St. Chicago IL 60628\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60628\""}""}",PG-13,2015-07-23,Y,60628,West Pullman Park
The Color Purple,"{""human_address"": ""{\""address\"": \""7547 S. Euclid Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60649,Rosenblum Park
Inside Out,"{""latitude"": ""41.921134"", ""longitude"": ""-87.798468"", ""human_address"": ""{\""address\"": \""6871 W. Belden Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60635,Rutherford Sayre Park
Star Wars: The Force Awakens,"{""latitude"": ""41.907049"", ""longitude"": ""-87.663404"", ""human_address"": ""{\""address\"": \""1419 W. Blackhawk St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60622,Pulaski Park
Jurassic World,"{""latitude"": ""41.733131"", ""longitude"": ""-87.555461"", ""human_address"": ""{\""address\"": \""8930 S. Muskegon Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,,60617,Bessemer Park
October Sky,"{""latitude"": ""41.962597"", ""longitude"": ""-87.7422"", ""human_address"": ""{\""address\"": \""4550 W. Sunnyside Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60630,Mayfair Park
Zootopia,"{""latitude"": ""41.946538"", ""longitude"": ""-87.715942"", ""human_address"": ""{\""address\"": \""3546 W. Addison St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60618,Athletic Field Park
Raiders of the Lost Ark,"{""latitude"": ""41.95398"", ""longitude"": ""-87.691084"", ""human_address"": ""{\""address\"": \""2509 W. Irving Park Rd.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60618,Revere Park
Jurassic World,"{""latitude"": ""41.897212"", ""longitude"": ""-87.617298"", ""human_address"": ""{\""address\"": \""808 N. Lake Shore Dr.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,,60611,Lake Shore Park
The SpongeBob Movie: Sponge Out of Water,"{""latitude"": ""41.740144"", ""longitude"": ""-87.615445"", ""human_address"": ""{\""address\"": \""361 E. 85th St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60619,Nat King Cole Park
War Room,"{""latitude"": ""41.747193"", ""longitude"": ""-87.673082"", ""human_address"": ""{\""address\"": \""8052 S. Damen Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60620,Dawes Park
Hotel Transylvania,"{""latitude"": ""41.988713"", ""longitude"": ""-87.668464"", ""human_address"": ""{\""address\"": \""5887 N. Ridge Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60660,Senn Playlot Park
E.T. The Extra-Terrestrial,"{""human_address"": ""{\""address\"": \""1130 Midway Plaisance North\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60637,Midway Plaisance Park
Ant-Man,"{""latitude"": ""41.860599"", ""longitude"": ""-87.733411"", ""human_address"": ""{\""address\"": \""4320 W. 15th St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60623,Franklin Park
Ferris Bueller's Day Off,"{""latitude"": ""41.964779"", ""longitude"": ""-87.758046"", ""human_address"": ""{\""address\"": \""4630 N. Milwaukee Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60630,Wilson Frank J. Park
Car Wash ,"{""latitude"": ""41.783375"", ""longitude"": ""-87.67402"", ""human_address"": ""{\""address\"": \""6054 S. Damen Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60636,Lindblom Park
Lee Daniels' The Butler,"{""human_address"": ""{\""address\"": \""5531 S. Martin Luther King Dr.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,,60637,Washington Park
Minions,"{""latitude"": ""41.774944"", ""longitude"": ""-87.728188"", ""human_address"": ""{\""address\"": \""4233 W. 65th St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60629,West Lawn Park
Teenage Mutant Ninja Turtles (2014),"{""latitude"": ""41.836813"", ""longitude"": ""-87.731076"", ""human_address"": ""{\""address\"": \""4247 W. 31st St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60623,Piotrowski Park
Frozen,"{""latitude"": ""41.935253"", ""longitude"": ""-87.795593"", ""human_address"": ""{\""address\"": \""3020 N. Oak Park Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60634,Bell Park
Pixels,"{""human_address"": ""{\""address\"": \""NULL\"", \""city\"": \""NULL\"", \""state\"": \""NULL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60616,Park No. 540
The Lego Movie,"{""latitude"": ""41.884353"", ""longitude"": ""-87.620091"", ""human_address"": ""{\""address\"": \""337 E. Randolph St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60601,Maggie Daley Park
Shaun the Sheep,"{""latitude"": ""41.999736"", ""longitude"": ""-87.814958"", ""human_address"": ""{\""address\"": \""6566 N. Avondale Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60631,Olympia Park
Star Trek (2009),"{""latitude"": ""41.90763"", ""longitude"": ""-87.677389"", ""human_address"": ""{\""address\"": \""1425 N. Damen Avenue\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60622,Wicker Park
Ferris Bueller's Day Off,"{""latitude"": ""41.89111"", ""longitude"": ""-87.6143"", ""human_address"": ""{\""address\"": \""500-5700 N. Lake Shore Drive\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60614,Lincoln Park
Creed,"{""human_address"": ""{\""address\"": \""5531 S. Martin Luther King Dr.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,,60637,Washington Park
Edward Scissorhands,"{""latitude"": ""41.90763"", ""longitude"": ""-87.677389"", ""human_address"": ""{\""address\"": \""1425 N. Damen Avenue\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60622,Wicker Park
West Side Story,"{""latitude"": ""41.800598"", ""longitude"": ""-87.584362"", ""human_address"": ""{\""address\"": \""5200 S. Hyde Park Blvd.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",NR,2016-01-01,Y,60615,Harold Washington Playlot Park
Gabo: La Magia de lo Real (Gabo: The Creation of Gabriel Garcia Marquez),"{""latitude"": ""42.01044"", ""longitude"": ""-87.661298"", ""human_address"": ""{\""address\"": \""1230 W. Greenleaf Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",NR,2016-01-01,N,60626,Loyola Park
Jurassic World,"{""latitude"": ""41.858695"", ""longitude"": ""-87.6319"", ""human_address"": ""{\""address\"": \""1700 S. Wentworth Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60616,Ping Tom Memorial Park
Minions,"{""latitude"": ""41.717823"", ""longitude"": ""-87.531589"", ""human_address"": ""{\""address\"": \""9801 S. Avenue G\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60617,Calumet Park
Home,"{""latitude"": ""41.721687"", ""longitude"": ""-87.622358"", ""human_address"": ""{\""address\"": \""49 E. 95th St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60628,Abbott Park
The Goonies,"{""latitude"": ""42.014685"", ""longitude"": ""-87.678148"", ""human_address"": ""{\""address\"": \""7340 N. Rogers Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60626,Pottawattomie Park
Angels in the Outfield,"{""latitude"": ""41.974286"", ""longitude"": ""-87.684226"", ""human_address"": ""{\""address\"": \""5100 N. Leavitt St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60625,Winnemac Park
The Good Dinosaur,"{""latitude"": ""41.923817"", ""longitude"": ""-87.779347"", ""human_address"": ""{\""address\"": \""6100 W. Fullerton Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60639,Riis Park
Pan,"{""latitude"": ""41.943124"", ""longitude"": ""-87.76173"", ""human_address"": ""{\""address\"": \""3420 N. Long Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60641,Chopin Park
Zootopia,"{""latitude"": ""41.897212"", ""longitude"": ""-87.617298"", ""human_address"": ""{\""address\"": \""808 N. Lake Shore Dr.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",G,2016-01-01,,60611,Lake Shore Park
Jurassic World,"{""latitude"": ""41.784098"", ""longitude"": ""-87.761961"", ""human_address"": ""{\""address\"": \""5940 S. Central Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60638,Minuteman Park
Brave,"{""human_address"": ""{\""address\"": \""1130 Midway Plaisance North\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60637,Midway Plaisance Park
The Peanuts Movie,"{""latitude"": ""41.797751"", ""longitude"": ""-87.788917"", ""human_address"": ""{\""address\"": \""6660 W. 52nd St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",G,2016-01-01,Y,60638,Normandy Playground Park
War Room,"{""human_address"": ""{\""address\"": \""9729 S Yates Ave\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60617,Bradley Park
Inside Out,"{""human_address"": ""{\""address\"": \""1130 Midway Plaisance North\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60637,Midway Plaisance Park
Imagine That,"{""human_address"": ""{\""address\"": \""5531 S. Martin Luther King Dr.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60637,Washington Park
Jaws,"{""latitude"": ""41.929029"", ""longitude"": ""-87.653839"", ""human_address"": ""{\""address\"": \""1001 W. Wrightwood Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60614,Jonquil Park
Mission Impossible: Rogue Nation,"{""latitude"": ""41.881566"", ""longitude"": ""-87.715877"", ""human_address"": ""{\""address\"": \""100 N. Central Park Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60624,Garfield Park
The Sandlot,"{""latitude"": ""41.919045"", ""longitude"": ""-87.647303"", ""human_address"": ""{\""address\"": \""2021 N. Burling St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60614,Oz Park
Norm of the North,"{""latitude"": ""41.902733"", ""longitude"": ""-87.639736"", ""human_address"": ""{\""address\"": \""375 W. Elm St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60610,Seward Park
Hotel Transylvania 2,"{""latitude"": ""41.812537"", ""longitude"": ""-87.633365"", ""human_address"": ""{\""address\"": \""331 W. 45th St\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60609,Fuller Park
Despicable Me,"{""latitude"": ""41.972114"", ""longitude"": ""-87.704547"", ""human_address"": ""{\""address\"": \""3000 W. Argyle St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60625,Ronan Park
Teen Wolf,"{""latitude"": ""41.967098"", ""longitude"": ""-87.669326"", ""human_address"": ""{\""address\"": \""4701 N. Ashland Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60640,Chase Park
Chitty Chitty Bang Bang,"{""latitude"": ""41.841399"", ""longitude"": ""-87.609193"", ""human_address"": ""{\""address\"": \""3100 S. Lake Shore Dr.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",G,2016-01-01,Y,60616,Burroughs (Margaret) Beach Park
Captain America: The First Avenger,"{""latitude"": ""41.929029"", ""longitude"": ""-87.653839"", ""human_address"": ""{\""address\"": \""1001 W. Wrightwood Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60614,Jonquil Park
Rookie of the Year,"{""latitude"": ""41.929029"", ""longitude"": ""-87.653839"", ""human_address"": ""{\""address\"": \""1001 W. Wrightwood Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60614,Jonquil Park
The Lego Movie,"{""latitude"": ""41.9657"", ""longitude"": ""-87.720608"", ""human_address"": ""{\""address\"": \""4650 N. Lawndale Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60625,Jensen Park
Grease,"{""latitude"": ""41.963176"", ""longitude"": ""-87.687282"", ""human_address"": ""{\""address\"": \""2333 W. Sunnyside Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60625,Welles Park
Minions,"{""latitude"": ""41.790475"", ""longitude"": ""-87.710771"", ""human_address"": ""{\""address\"": \""5656 S. St. Louis Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60629,Senka Park
The Martian,"{""latitude"": ""41.897212"", ""longitude"": ""-87.617298"", ""human_address"": ""{\""address\"": \""808 N. Lake Shore Dr.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60611,Lake Shore Park
Jurassic World ,"{""latitude"": ""41.799823"", ""longitude"": ""-87.641609"", ""human_address"": ""{\""address\"": \""5203 S. Lowe Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,,60609,Lowe Playground Park
Teenage Mutant Ninja Turtles (2014),"{""latitude"": ""41.912867"", ""longitude"": ""-87.78023"", ""human_address"": ""{\""address\"": \""6200 W. Bloomingdale Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60639,Amundsen Park
Entre Les Murs,"{""latitude"": ""41.800598"", ""longitude"": ""-87.584362"", ""human_address"": ""{\""address\"": \""5200 S. Hyde Park Blvd.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60615,Harold Washington Playlot Park
Jailhouse Rock,"{""latitude"": ""41.831559"", ""longitude"": ""-87.654415"", ""human_address"": ""{\""address\"": \""1122 W. 34th Pl.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",NR,2016-01-01,Y,60608,Wilson (John P.) Park
Raiders of the Lost Ark,"{""latitude"": ""41.919045"", ""longitude"": ""-87.647303"", ""human_address"": ""{\""address\"": \""2021 N. Burling St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60614,Oz Park
San Andreas,"{""latitude"": ""41.715528"", ""longitude"": ""-87.637013"", ""human_address"": ""{\""address\"": \""9800 S. Parnell Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60628,Euclid Park
Hotel Transylvania 2,"{""latitude"": ""41.774944"", ""longitude"": ""-87.728188"", ""human_address"": ""{\""address\"": \""4233 W. 65th St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60629,West Lawn Park
The Fugitive,"{""latitude"": ""41.89111"", ""longitude"": ""-87.6143"", ""human_address"": ""{\""address\"": \""500-5700 N. Lake Shore Drive\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60614,Lincoln Park
Jurassic World,"{""latitude"": ""41.878695"", ""longitude"": ""-87.679552"", ""human_address"": ""{\""address\"": \""2106 W. Adams St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60612,Touhy-Herbert Park
Inside Out,"{""latitude"": ""41.895563"", ""longitude"": ""-87.706576"", ""human_address"": ""{\""address\"": \""3201 W. Chicago Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60624,Kells Playground Park
Ferris Bueller's Day Off ,"{""latitude"": ""42.015341"", ""longitude"": ""-87.672446"", ""human_address"": ""{\""address\"": \""7348 N. Paulina St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60626,Touhy Park
Minions,"{""latitude"": ""41.803113"", ""longitude"": ""-87.670689"", ""human_address"": ""{\""address\"": \""1809 W. 50th St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60609,Cornell Square Park
The Peanuts Movie,"{""latitude"": ""41.86495"", ""longitude"": ""-87.656616"", ""human_address"": ""{\""address\"": \""1312 S. Racine Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",G,2016-01-01,Y,60608,Fosco Park
Mermaids,"{""latitude"": ""41.90763"", ""longitude"": ""-87.677389"", ""human_address"": ""{\""address\"": \""1425 N. Damen Avenue\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60622,Wicker Park
A Bug's Life,"{""latitude"": ""41.911016"", ""longitude"": ""-87.690906"", ""human_address"": ""{\""address\"": \""1640 N. Maplewood Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60647,Maplewood Park
Gabo: La Magia de lo Real (Gabo: The Creation of Gabriel Garcia Marquez),"{""latitude"": ""41.856811"", ""longitude"": ""-87.671063"", ""human_address"": ""{\""address\"": \""1824 S. Wood St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",NR,2016-01-01,N,60608,Harrison Park
Goosebumps,"{""latitude"": ""41.718868"", ""longitude"": ""-87.669072"", ""human_address"": ""{\""address\"": \""9625 S. Longwood Dr.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60643,Ridge Park
Star Wars: The Force Awakens,"{""latitude"": ""41.987404"", ""longitude"": ""-87.738313"", ""human_address"": ""{\""address\"": \""5861 N. Kostner Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60646,Sauganash Park
Pitch Perfect 2,"{""latitude"": ""41.873838"", ""longitude"": ""-87.76459"", ""human_address"": ""{\""address\"": \""500 S. Central Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG-13,2016-01-01,Y,60644,Columbus Park
The Wizard of Oz,"{""latitude"": ""41.857935"", ""longitude"": ""-87.622279"", ""human_address"": ""{\""address\"": \""1801 S. Indiana Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",G,2016-01-01,Y,60616,Chicago Women's Park and Gardens
Inside Out,"{""latitude"": ""41.916495"", ""longitude"": ""-87.655352"", ""human_address"": ""{\""address\"": \""1919 N. Seminary Ave.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,,60614,Adams Playground Park
The Sandlot,"{""latitude"": ""41.879642"", ""longitude"": ""-87.650804"", ""human_address"": ""{\""address\"": \""115 S. Sangamon St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60607,"Bartelme, Mary Park"
Inside Out,"{""latitude"": ""41.775988"", ""longitude"": ""-87.752314"", ""human_address"": ""{\""address\"": \""5210 W. 64th St.\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2016-01-01,Y,60638,Lawler Park
