Movie Name,Address,Rating,Date,Closed Captioning,Zip,Park Name
42,"{""latitude"": ""41.88805771"", ""longitude"": ""-87.76578522"", ""human_address"": ""{\""address\"": \""5610 W Lake St Chicago, IL 60644\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60644\""}""}",PG-13,2015-08-06,Y,60644,Austin Town Hall Park
Into the Woods,"{""latitude"": ""41.89364243"", ""longitude"": ""-87.64193726"", ""human_address"": ""{\""address\"": \""630 N. Kingsbury St. Chicago IL 60606\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60606\""}""}",PG,2015-06-23,Y,60606,"Ward, A. Montgomery Park"
Unbroken,"{""latitude"": ""41.89364243"", ""longitude"": ""-87.64193726"", ""human_address"": ""{\""address\"": \""630 N. Kingsbury St. Chicago IL 60606\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60606\""}""}",PG-13,2015-06-16,Y,60606,"Ward, A. Montgomery Park"
Ghostbusters,"{""latitude"": ""41.88142014"", ""longitude"": ""-87.71589661"", ""human_address"": ""{\""address\"": \""100 N Central Park Ave Chicago, IL 60624\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60624\""}""}",PG,2015-07-31,Y,60624,Garfield Park
Big Hero 6,"{""latitude"": ""41.9219017"", ""longitude"": ""-87.68556213"", ""human_address"": ""{\""address\"": \""2200 N. Oakley Ave. Chicago IL 60647\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60647\""}""}",PG,2015-08-23,Y,60647,Holstein Park
Dawn of the Planet of the Apes,"{""latitude"": ""41.73011017"", ""longitude"": ""-87.61437988"", ""human_address"": ""{\""address\"": \""501 E. 90th Pl. Chicago IL 60619\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60619\""}""}",PG-13,2015-08-20,Y,60619,Tuley Park
Annie (2014),"{""latitude"": ""41.76344299"", ""longitude"": ""-87.63769531"", ""human_address"": ""{\""address\"": \""513 W. 72nd St. Chicago IL 60621\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60621\""}""}",PG,2015-07-10,Y,60621,Hamilton Park
The Princess Bride,"{""latitude"": ""41.86395645"", ""longitude"": ""-87.62201691"", ""human_address"": ""{\""address\"": \""1401 S Indiana Ave Chicago, IL 60605\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60605\""}""}",PG,2015-08-11,Y,60605,Daniel Webster Park
The Princess Bride,"{""latitude"": ""41.96262741"", ""longitude"": ""-87.74201202"", ""human_address"": ""{\""address\"": \""4550 W. Sunnyside Ave. Chicago IL 60630\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60630\""}""}",PG,2015-06-26,,60630,Mayfair Park
Finding Nemo,"{""latitude"": ""41.94442749"", ""longitude"": ""-87.73962402"", ""human_address"": ""{\""address\"": \""3501 N. Kilbourn Ave. Chicago IL 60641\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60641\""}""}",G,2015-08-25,,60641,Kilbourn Park
The Single Moms Club,"{""latitude"": ""41.81406021"", ""longitude"": ""-87.61099243"", ""human_address"": ""{\""address\"": \""4433 S St Lawrence Ave Chicago, IL 60653\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60653\""}""}",PG-13,2015-07-18,Y,60653,Armstrong Park
Dolphin Tale 2,"{""latitude"": ""41.97828293"", ""longitude"": ""-87.81445313"", ""human_address"": ""{\""address\"": \""5430 N. Olcott Ave. Chicago IL 60656\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60656\""}""}",PG,2015-07-08,Y,60656,Oriole Park
Big Hero 6,"{""latitude"": ""41.96262741"", ""longitude"": ""-87.74201202"", ""human_address"": ""{\""address\"": \""4550 W. Sunnyside Ave. Chicago IL 60630\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60630\""}""}",PG,2015-08-21,,60630,Mayfair Park
The Lego Movie,"{""latitude"": ""41.97340012"", ""longitude"": ""-87.70230865"", ""human_address"": ""{\""address\"": \""5100 N. Francisco Ave. Chicago IL 60611\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60611\""}""}",PG,2015-08-04,Y,60611,River Park
The Wizard of Oz,"{""latitude"": ""41.83438492"", ""longitude"": ""-87.63520813"", ""human_address"": ""{\""address\"": \""3309 S Shields Ave Chicago, IL 60616\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60616\""}""}",G,2015-06-12,Y,60616,Armour Square Park
Annie (2014),"{""latitude"": ""41.87060928"", ""longitude"": ""-87.73418427"", ""human_address"": ""{\""address\"": \""4320 W 5th Ave Chicago, IL 60624\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60624\""}""}",PG,2015-06-25,Y,60624,Sumner Park
A Latino Film Festival Selection,"{""latitude"": ""41.85699081"", ""longitude"": ""-87.67106628"", ""human_address"": ""{\""address\"": \""1824 S. Wood St. Chicago IL 60608\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60608\""}""}",NR,2015-08-12,Y,60608,Harrison Park
To Kill a Mockingbird,"{""latitude"": ""41.77771378"", ""longitude"": ""-87.58693695"", ""human_address"": ""{\""address\"": \""6401 S Stony Island Ave Chicago, IL 60637\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60637\""}""}",NR,2015-08-03,Y,60637,Jackson Park
Jurassic Park,"{""latitude"": ""41.9219017"", ""longitude"": ""-87.68556213"", ""human_address"": ""{\""address\"": \""2200 N. Oakley Ave. Chicago IL 60647\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60647\""}""}",,2015-06-14,,60647,Holstein Park
Casablanca,"{""latitude"": ""41.92099187"", ""longitude"": ""-87.64469862"", ""human_address"": ""{\""address\"": \""2021 N. Burling St. Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG,2015-07-11,Y,60614,Oz Park
The Avengers,"{""latitude"": ""41.65910339"", ""longitude"": ""-87.61064911"", ""human_address"": ""{\""address\"": \""13000 S. Eberhart Ave. Chicago IL 60627\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60627\""}""}",PG-13,2015-08-28,Y,60627,Golden Gate Park
Step Up All In,"{""latitude"": ""41.87285233"", ""longitude"": ""-87.76467896"", ""human_address"": ""{\""address\"": \""500 S. Central Ave. Chicago, IL 60644\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60644\""}""}",PG-13,2015-06-27,Y,60644,Columbus Park
Back to the Future,"{""latitude"": ""41.83930206"", ""longitude"": ""-87.65362549"", ""human_address"": ""{\""address\"": \""3044 S Bonfield St Chicago, IL 60608\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60608\""}""}",PG,2015-08-15,Y,60608,Bosley Playground Park
Annie (2014),"{""latitude"": ""41.88011364"", ""longitude"": ""-87.66196489"", ""human_address"": ""{\""address\"": \""1331 W Monroe St Chicago IL 60607\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60607\""}""}",PG,2015-07-07,Y,60607,Skinner Park
Dumb & Dumber To,"{""latitude"": ""41.78319931"", ""longitude"": ""-87.6741333"", ""human_address"": ""{\""address\"": \""6054 S. Damen Ave. Chicago IL 60636\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60636\""}""}",PG-13,2015-07-17,Y,60636,Lindblom Park
How to Train Your Dragon 2,"{""latitude"": ""41.88421249"", ""longitude"": ""-87.66551971"", ""human_address"": ""{\""address\"": \""1501 W. Randolph St. Chicago IL 60607\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60607\""}""}",PG,2015-07-29,Y,60607,Union Park
Big Hero 6,"{""latitude"": ""41.89686584"", ""longitude"": ""-87.67324829"", ""human_address"": ""{\""address\"": \""1845 W. Rice St. Chicago IL 60622\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60622\""}""}",PG,2015-07-23,Y,60622,Commercial Club Playground
The Sandlot 2,"{""latitude"": ""41.92099187"", ""longitude"": ""-87.64469862"", ""human_address"": ""{\""address\"": \""2021 N. Burling St. Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG,2015-06-13,Y,60614,Oz Park
Frozen,"{""latitude"": ""42.0148735"", ""longitude"": ""-87.67243958"", ""human_address"": ""{\""address\"": \""7348 N. Paulina St. Chicago IL 60626\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60626\""}""}",PG,2015-08-07,,60626,Touhy Park
The Lego Movie,"{""latitude"": ""41.94668198"", ""longitude"": ""-87.71703339"", ""human_address"": ""{\""address\"": \""3546 W Addison St Chicago, IL 60618\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60618\""}""}",PG,2015-06-26,,60618,Athletic Field Park
The Boxtrolls,"{""latitude"": ""41.9112854"", ""longitude"": ""-87.69094086"", ""human_address"": ""{\""address\"": \""1640 N.Maplewood Ave. Chicago IL 60647\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60647\""}""}",PG,2015-06-18,Y,60647,Maplewood Playlot Park
Annie (2014),"{""latitude"": ""41.82579803"", ""longitude"": ""-87.6313858"", ""human_address"": ""{\""address\"": \""3770 S. Wentworth Ave. Chicago IL 60609\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60609\""}""}",PG,2015-08-03,Y,60609,Wentworth Gardens Park
The Amazing Spider-Man,"{""latitude"": ""41.74013519"", ""longitude"": ""-87.61564636"", ""human_address"": ""{\""address\"": \""361 E. 85th St. Chicago IL 60619\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60619\""}""}",PG-13,2015-07-06,Y,60619,Nat King Cole Park
The Incredibles,"{""latitude"": ""41.85781097"", ""longitude"": ""-87.62203979"", ""human_address"": ""{\""address\"": \""1801 S Indiana Ave Chicago, IL 60616\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60616\""}""}",PG,2015-08-27,N,60616,Chicago Women's Park and Gardens
Get On Up,"{""latitude"": ""41.75580215"", ""longitude"": ""-87.60163116"", ""human_address"": ""{\""address\"": \""7655 S. Ingleside Ave. Chicago IL 60619\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60619\""}""}",PG-13,2015-07-21,Y,60619,Grand Crossing Park
Jumanji,"{""latitude"": ""41.90821838"", ""longitude"": ""-87.67736053"", ""human_address"": ""{\""address\"": \""1425 N. Damen Avenue Chicago IL 60622\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60622\""}""}",PG,2015-08-20,Y,60622,Wicker Park
The Boxtrolls,"{""latitude"": ""41.89670305"", ""longitude"": ""-87.639184"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""\""}""}",PG,2015-07-20,Y,60610,Jesse White Community Center and Fieldhouse
Dr. Seuss' How the Grinch Stole Christmas,"{""latitude"": ""41.99901581"", ""longitude"": ""-87.66928101"", ""human_address"": ""{\""address\"": \""1552 W. Schreiber Ave. Chicago IL 60626\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60626\""}""}",PG,2015-08-08,N,60626,Schreiber Playground Park
E.T. The Extra-Terrestrial,"{""latitude"": ""41.82843781"", ""longitude"": ""-87.64769745"", ""human_address"": ""{\""address\"": \""3620 S.Lituanica Ave. Chicago IL 60609\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60609\""}""}",PG,2015-07-22,Y,60609,Donovan Playground Park
The Lego Movie,"{""latitude"": ""41.74944687"", ""longitude"": ""-87.73049927"", ""human_address"": ""{\""address\"": \""4350 W. 79th St. Chicago IL 60652\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60652\""}""}",PG,2015-07-30,Y,60652,Rainey Park
Sparkle (1976),"{""latitude"": ""41.76674652"", ""longitude"": ""-87.56651306"", ""human_address"": ""{\""address\"": \""7059 S. South Shore Dr. Chicago IL 60649\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""60649\""}""}",PG,2015-09-02,Y,60649,South Shore Cultural Center
Edward Scissorhands,"{""latitude"": ""41.92899323"", ""longitude"": ""-87.65377045"", ""human_address"": ""{\""address\"": \""1001 W. Wrightwood Ave. Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG-13,2015-06-21,Y,60614,Jonquil Playlot Park
Annie (2014),"{""latitude"": ""41.95508957"", ""longitude"": ""-87.76216125"", ""human_address"": ""{\""address\"": \""4100 N Long Ave Chicago, IL 60641\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60641\""}""}",PG,2015-07-08,,60641,Portage Park
Angels in the Outfield,"{""latitude"": ""41.94267654"", ""longitude"": ""-87.76173401"", ""human_address"": ""{\""address\"": \""3420 N. Long Ave. Chicago IL 60641\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60641\""}""}",PG,2015-08-22,Y,60641,Chopin Park
Frozen,"{""latitude"": ""41.7172966"", ""longitude"": ""-87.55563354"", ""human_address"": ""{\""address\"": \""2820 E. 98th St. Chicago IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",PG,2015-08-21,Y,60617,Veteran's Memorial Park
Teenage Mutant Ninja Turtles (2014),"{""latitude"": ""41.67224503"", ""longitude"": ""-87.6498642"", ""human_address"": ""{\""address\"": \""1120 W. 122nd St. Chicago IL 60643\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60643\""}""}",PG-13,2015-07-15,Y,60643,White (Edward H.) Park
Annie (2014),"{""latitude"": ""42.00889969"", ""longitude"": ""-87.67923737"", ""human_address"": ""{\""address\"": \""1932 W. Lunt Ave. Chicago IL 60626\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60626\""}""}",PG,2015-08-18,,60626,Paschen Park
Dolphin Tale 2,"{""latitude"": ""41.97549438"", ""longitude"": ""-87.73486328"", ""human_address"": ""{\""address\"": \""4222 W. Foster Ave. Chicago IL 60630\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60630\""}""}",PG,2015-07-09,Y,60630,Gompers Park
Footloose,"{""latitude"": ""41.95264435"", ""longitude"": ""-87.78518677"", ""human_address"": ""{\""address\"": \""6343 W. Irving Park Rd. Chicago IL 60634\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60634\""}""}",PG,2015-08-12,,60634,Merrimac Park
The Princess Bride,"{""latitude"": ""41.928495"", ""longitude"": ""-87.636008"", ""human_address"": ""{\""address\"": \""2045 N Lincoln Park West Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG,2015-07-01,Y,60614,Lincoln Park
Back to the Future Part II,"{""latitude"": ""41.95508957"", ""longitude"": ""-87.76216125"", ""human_address"": ""{\""address\"": \""4100 N Long Ave Chicago, IL 60641\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60641\""}""}",PG,2015-08-26,,60641,Portage Park
Despicable Me,"{""latitude"": ""41.87052536"", ""longitude"": ""-87.65449524"", ""human_address"": ""{\""address\"": \""910 S. Aberdeen St. Chicago IL 60607\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60607\""}""}",PG,2015-07-15,Y,60607,Sheridan Park
Despicable Me 2,"{""latitude"": ""41.81225204"", ""longitude"": ""-87.63460541"", ""human_address"": ""{\""address\"": \""331 W. 45th St Chicago IL 60609\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60609\""}""}",PG,2015-07-02,Y,60609,Fuller Park
Seven Brides for Seven Brothers,"{""latitude"": ""41.98543743"", ""longitude"": ""-87.65284538"", ""human_address"": ""{\""address\"": \""5800 N. Lake Shore Drive, Chicago, IL 60660\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60660\""}""}",G,2015-06-26,N,60660,Kathy Osterman Beach
The Karate Kid (2010),"{""latitude"": ""41.89883423"", ""longitude"": ""-87.73683929"", ""human_address"": ""{\""address\"": \""4433 W Augusta Blvd Chicago, IL 60651\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60651\""}""}",PG,2015-08-25,Y,60651,Augusta Park
Guardians of the Galaxy,"{""latitude"": ""41.92380142"", ""longitude"": ""-87.77819824"", ""human_address"": ""{\""address\"": \""6100 W. Fullerton Ave. Chicago IL 60639\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60639\""}""}",,2015-08-19,,60639,Riis Park
Tyler Perry's A Madea Christmas,"{""latitude"": ""41.72100449"", ""longitude"": ""-87.64851379"", ""human_address"": ""{\""address\"": \""965 W. 95th St. Chicago IL 60643\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60643\""}""}",PG-13,2015-08-14,Y,60643,Oakdale Park
Jaws,"{""latitude"": ""41.928495"", ""longitude"": ""-87.636008"", ""human_address"": ""{\""address\"": \""2045 N Lincoln Park West Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG-13,2015-07-25,Y,60614,Lincoln Park
No Good Deed ,"{""latitude"": ""41.79059219"", ""longitude"": ""-87.63406372"", ""human_address"": ""{\""address\"": \""5701 S. Shields Ave. Chicago IL 60621\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60621\""}""}",PG-13,2015-06-22,,60621,Sherwood Park
Insurgent,"{""latitude"": ""41.89749146"", ""longitude"": ""-87.61992645"", ""human_address"": ""{\""address\"": \""808 N Lake Shore Dr Chicago, IL 60611\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60611\""}""}",PG-13,2015-08-23,Y,60611,Lake Shore Park
Mamma Mia,"{""latitude"": ""41.9646492"", ""longitude"": ""-87.75836182"", ""human_address"": ""{\""address\"": \""4630 N. Milwaukee Ave. Chicago IL 60630\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60630\""}""}",PG-13,2015-08-10,Y,60630,Wilson Frank J. Park
Annie (2014),"{""latitude"": ""41.72100449"", ""longitude"": ""-87.64851379"", ""human_address"": ""{\""address\"": \""965 W. 95th St. Chicago IL 60643\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60643\""}""}",PG,2015-08-27,,60643,Oakdale Park
Hook,"{""latitude"": ""41.90821838"", ""longitude"": ""-87.67736053"", ""human_address"": ""{\""address\"": \""1425 N. Damen Avenue Chicago IL 60622\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60622\""}""}",PG,2015-07-30,Y,60622,Wicker Park
Clue,"{""latitude"": ""41.98543743"", ""longitude"": ""-87.65284538"", ""human_address"": ""{\""address\"": \""5800 N. Lake Shore Drive, Chicago, IL 60660\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60660\""}""}",PG,2015-08-17,N,60660,Kathy Osterman Beach
Winged Migration,"{""latitude"": ""41.98551559"", ""longitude"": ""-87.7227478"", ""human_address"": ""{\""address\"": \""5801 N. Pulaski Rd. Chicago IL 60646\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60646\""}""}",,2015-08-11,,60646,North Park Village Nature Center
The Sandlot,"{""latitude"": ""41.97917175"", ""longitude"": ""-87.77305603"", ""human_address"": ""{\""address\"": \""5421 N. Menard Ave. Chicago IL 60630\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60630\""}""}",PG,2015-07-01,Y,60630,Gladstone Park
Hairspray,"{""latitude"": ""41.78416061"", ""longitude"": ""-87.76231384"", ""human_address"": ""{\""address\"": \""5940 S. Central Ave. Chicago IL 60638\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60638\""}""}",PG,2015-08-05,,60638,Minuteman Park
Ride Along,"{""latitude"": ""41.71390915"", ""longitude"": ""-87.630867"", ""human_address"": ""{\""address\"": \""9912 S. Princeton Ave. Chicago IL 60628\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60628\""}""}",PG-13,2015-07-10,Y,60628,Smith Playlot Park
How to Train Your Dragon 2,"{""latitude"": ""41.98885727"", ""longitude"": ""-87.66854095"", ""human_address"": ""{\""address\"": \""5887 N. Ridge Ave. Chicago IL 60660\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60660\""}""}",PG,2015-06-27,Y,60660,Senn Playlot Park
Spider Man 2,"{""latitude"": ""41.70248795"", ""longitude"": ""-87.64756012"", ""human_address"": ""{\""address\"": \""10540 S. Morgan St. Chicago IL 60643\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60643\""}""}",,2015-07-06,,60643,Jackie Robinson Park
Stage Door,"{""latitude"": ""41.928495"", ""longitude"": ""-87.636008"", ""human_address"": ""{\""address\"": \""2045 N Lincoln Park West Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",NR,2015-07-27,Y,60614,Lincoln Park
